Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP0,pass_1/3,PPA,CrsPA,Prog,Matches
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,45.5,59.2,76.9,726.3,254.6,1.26,3.10,40.7,38.5,46.1,83.5,5.75,10.0,57.5,0.23,0.16,0.07,1.15,5.06,1.49,0.11,5.98,Matches
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,6.7,28.7,37.0,77.4,440.9,74.3,0.60,1.34,44.4,24.6,30.1,81.7,3.43,5.52,62.2,0.30,0.12,0.18,2.09,1.64,1.04,0.00,2.99,Matches
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,0.3,10.0,16.7,60.0,423.3,226.7,0.00,0.00,,3.33,10.0,33.3,6.67,6.67,100.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,Matches
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,61.3,69.4,88.4,1289.0,389.1,0.46,1.02,45.5,43.8,46.2,94.9,17.0,22.2,76.8,0.00,0.01,-0.01,0.12,4.09,0.12,0.00,2.68,Matches
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,63.1,70.7,89.3,1449.7,462.8,0.00,0.69,0.0,43.1,47.9,89.9,20.0,22.1,90.6,0.00,0.00,0.00,0.00,4.83,0.00,0.00,4.14,Matches
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,36.9,47.2,78.2,680.9,197.1,1.14,2.42,46.9,27.8,33.1,83.8,7.95,11.6,68.6,0.04,0.13,-0.09,1.67,3.41,0.98,0.34,5.64,Matches
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,32.4,41.9,77.4,644.9,169.1,0.41,1.28,31.6,23.6,27.6,85.5,8.45,13.0,64.8,0.00,0.14,-0.14,1.55,3.18,0.47,0.20,4.46,Matches
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,22.0,26.0,84.6,483.0,208.0,0.00,0.00,,16.0,18.0,88.9,6.00,8.00,75.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,Matches
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,16.0,13.0,20.1,64.8,170.8,29.4,0.69,2.06,33.3,11.3,16.1,70.2,1.00,1.88,53.3,0.06,0.06,0.01,0.56,0.69,0.25,0.06,0.81,Matches
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,27.1,32.4,83.4,608.9,189.0,0.11,0.48,22.2,17.4,19.0,91.9,9.52,13.0,73.4,0.00,0.01,-0.01,0.05,1.91,0.16,0.00,1.49,Matches
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,36.9,43.3,85.3,728.3,210.5,0.31,0.71,44.4,27.8,29.4,94.4,8.82,13.1,67.1,0.00,0.00,0.00,0.16,3.07,0.00,0.00,1.65,Matches
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,13.4,19.5,68.5,194.5,36.3,0.60,1.81,33.3,10.8,14.6,74.4,1.93,3.13,61.5,0.00,0.01,-0.01,0.12,0.60,0.24,0.00,0.84,Matches
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,18.0,23.7,75.7,303.2,53.4,0.34,1.02,33.3,13.9,18.5,75.2,3.73,4.24,88.0,0.00,0.10,-0.10,1.36,0.85,0.68,0.00,1.36,Matches
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,31.1,43.3,71.8,596.3,276.6,0.37,1.62,22.6,23.8,28.7,83.0,6.91,13.0,53.2,0.00,0.04,-0.04,0.58,3.30,0.42,0.26,6.39,Matches
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,30.8,39.1,78.7,854.6,530.5,0.30,0.39,76.9,16.9,17.1,98.9,13.6,21.6,62.8,0.03,0.02,0.01,0.09,0.70,0.00,0.00,0.03,Matches
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,39.8,48.1,82.9,860.1,348.4,0.06,0.61,9.1,27.5,30.5,90.2,12.3,16.9,72.5,0.00,0.00,0.00,0.11,2.22,0.28,0.11,2.72,Matches
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,72.2,80.6,89.6,1308.6,283.5,1.62,2.54,63.6,55.0,60.5,91.0,15.5,17.6,88.5,0.06,0.05,0.01,0.69,5.66,0.64,0.00,5.55,Matches
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,25.6,40.0,63.9,437.8,100.0,0.00,1.11,0.0,21.1,32.2,65.5,4.44,6.67,66.7,0.00,0.00,0.00,0.00,4.44,0.00,0.00,5.56,Matches
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,12.6,20.6,61.0,173.8,31.7,0.61,1.52,40.0,11.1,17.7,62.4,0.91,1.36,66.7,0.00,0.02,-0.02,0.45,0.76,0.30,0.00,1.36,Matches
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,31.3,42.5,73.5,675.0,298.8,0.00,1.25,0.0,22.5,27.5,81.8,8.75,13.8,63.6,0.00,0.00,0.00,0.00,1.25,0.00,0.00,3.75,Matches
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,33.3,40.9,81.4,816.8,257.9,0.25,0.70,35.7,18.6,21.1,88.3,14.4,19.1,75.5,0.00,0.01,-0.01,0.15,1.61,0.05,0.00,1.66,Matches
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,1.7,6.47,12.9,50.0,90.6,22.4,0.00,1.76,0.0,5.88,8.24,71.4,0.59,2.94,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,Matches
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,16.7,14.9,23.3,63.8,241.4,51.7,0.42,1.38,30.4,12.0,17.2,70.0,2.40,4.73,50.6,0.00,0.10,-0.10,0.84,0.90,0.60,0.36,1.92,Matches
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,14.5,21.9,36.3,60.2,401.4,99.5,0.48,2.28,21.2,17.1,23.1,74.0,4.28,11.0,39.0,0.07,0.15,-0.08,1.38,1.86,1.10,1.03,3.24,Matches
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,0.7,28.6,45.7,62.5,511.4,87.1,0.00,1.43,0.0,22.9,28.6,80.0,5.71,15.7,36.4,0.00,0.43,-0.43,1.43,0.00,1.43,1.43,2.86,Matches
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,11.8,25.0,37.5,66.7,441.2,147.8,0.34,2.12,16.0,20.1,26.9,74.8,4.58,8.47,54.0,0.25,0.16,0.09,1.19,2.20,1.44,0.51,5.34,Matches
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,40.0,55.0,72.7,560.0,160.0,5.00,10.0,50.0,30.0,35.0,85.7,5.00,10.0,50.0,0.00,1.00,-1.00,10.0,0.00,0.00,0.00,10.0,Matches
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,19.7,31.2,44.1,70.9,602.2,265.2,0.41,1.88,21.6,22.5,27.7,81.1,8.32,14.5,57.5,0.10,0.05,0.06,0.71,2.44,0.76,0.46,6.04,Matches
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,24.7,35.5,69.6,506.3,232.6,0.25,0.63,40.0,17.7,22.3,79.2,6.78,12.6,54.0,0.04,0.02,0.03,0.29,2.22,0.08,0.00,2.97,Matches
