Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1663,Victor Mollejo\Victor-Mollejo,es ESP,FWMF,Atlético Madrid,es La Liga,17,2001,0.7,0.00,0.00,0.00,2.86,0.00,0.00,0.0,2.77,0.00,0.00,,0.14,0.14,0.03,-0.14,-0.14,Matches
1664,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Montpellier,fr Ligue 1,26,1991,28.5,0.21,0.00,0.00,2.88,1.19,0.53,41.5,2.88,1.19,0.07,0.18,0.14,0.14,0.05,0.07,0.07,Matches
1665,Gabriele Moncini\Gabriele-Moncini,it ITA,MF,SPAL,it Serie A,22,1996,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.0,11.25,0.00,0.00,,1.00,1.00,0.05,-1.00,-1.00,Matches
1666,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,27,1991,31.3,0.00,0.00,0.00,0.54,0.16,0.00,29.4,0.54,0.16,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
1667,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1988,16.5,0.06,0.00,0.00,1.15,0.42,0.00,36.8,1.15,0.43,0.05,0.14,0.08,0.08,0.08,-0.02,-0.02,Matches
1668,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,32,1986,20.7,0.05,0.00,0.00,0.43,0.19,0.00,44.4,0.44,0.19,0.11,0.25,0.06,0.06,0.14,-0.01,-0.01,Matches
1669,Francisco Montero\Francisco-Montero,es ESP,DF,Atlético Madrid,es La Liga,19,1999,4.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1670,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,FW,Fiorentina,it Serie A,18,2000,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.0,15.00,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
1671,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,27,1991,24.1,0.00,0.00,0.00,0.33,0.04,0.00,12.5,0.33,0.04,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
1672,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,eng Premier League,27,1990,25.9,0.12,0.04,0.04,1.51,0.50,0.31,33.3,1.51,0.50,0.05,0.15,0.09,0.07,0.04,0.02,0.01,Matches
1673,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,21,1997,4.1,0.00,0.00,0.00,1.95,0.98,0.00,50.0,1.95,0.98,0.00,0.00,0.20,0.20,0.10,-0.20,-0.20,Matches
1674,Alfredo Morales\Alfredo-Morales,us USA,MF,Düsseldorf,de Bundesliga,28,1990,17.0,0.06,0.00,0.00,1.12,0.53,0.00,47.4,1.12,0.53,0.05,0.11,0.04,0.04,0.04,0.02,0.02,Matches
1675,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,eng Premier League,25,1992,10.5,0.48,0.00,0.00,3.33,1.52,0.00,45.7,3.35,1.53,0.14,0.31,0.59,0.59,0.18,-0.11,-0.11,Matches
1676,Álvaro Morata\Alvaro-Morata,es ESP,FW,Atlético Madrid,es La Liga,25,1992,12.0,0.50,0.00,0.00,2.17,1.17,0.00,53.8,2.16,1.16,0.23,0.43,0.53,0.53,0.24,-0.02,-0.02,Matches
1677,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,28,1989,8.4,0.00,0.00,0.00,0.36,0.24,0.00,66.7,0.36,0.24,0.00,0.00,0.07,0.07,0.21,-0.07,-0.07,Matches
1678,Steven Moreira\Steven-Moreira,fr FRA,DFMF,Toulouse,fr Ligue 1,23,1994,9.6,0.00,0.00,0.00,0.73,0.10,0.00,14.3,0.73,0.10,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
1679,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,fr Ligue 1,34,1984,11.8,0.00,0.00,0.00,0.25,0.00,0.00,0.0,0.25,0.00,0.00,,0.01,0.01,0.02,-0.01,-0.01,Matches
1680,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,eng Premier League,26,1992,1.7,0.00,0.00,0.00,0.59,0.00,0.00,0.0,0.58,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
1681,Álex Moreno\Alex-Moreno,es ESP,DF,Rayo Vallecano,es La Liga,25,1993,34.8,0.03,0.00,0.00,0.69,0.17,0.00,25.0,0.69,0.17,0.04,0.17,0.03,0.03,0.04,0.00,0.00,Matches
1682,Gerard Moreno\Gerard-Moreno,es ESP,FW,Villarreal,es La Liga,26,1992,25.7,0.31,0.00,0.04,2.80,1.25,0.00,44.4,2.80,1.24,0.11,0.25,0.36,0.33,0.12,-0.05,-0.02,Matches
1683,Héctor Moreno\Hector-Moreno,mx MEX,DF,Real Sociedad,es La Liga,30,1988,21.5,0.05,0.00,0.00,0.19,0.05,0.00,25.0,0.19,0.05,0.25,1.00,0.02,0.02,0.11,0.02,0.02,Matches
1684,Sergio Moreno\Sergio-Moreno,es ESP,MF,Rayo Vallecano,es La Liga,,,0.2,0.00,0.00,0.00,5.00,5.00,0.00,100.0,6.43,6.43,0.00,0.00,1.50,1.50,0.29,-1.50,-1.50,Matches
1685,Emiliano Moretti\Emiliano-Moretti,it ITA,DF,Torino,it Serie A,37,1981,22.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1686,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,34,1984,21.4,0.14,0.00,0.00,0.65,0.23,0.00,35.7,0.65,0.23,0.21,0.60,0.10,0.10,0.15,0.04,0.04,Matches
1687,Manu Morlanes\Manu-Morlanes,es ESP,MF,Villarreal,es La Liga,19,1999,6.8,0.00,0.00,0.00,0.44,0.00,0.00,0.0,0.44,0.00,0.00,,0.01,0.01,0.04,-0.01,-0.01,Matches
1688,Loren Morón\Loren-Moron,es ESP,FW,Betis,es La Liga,24,1993,21.7,0.28,0.00,0.00,2.72,1.24,0.00,45.8,2.71,1.24,0.10,0.22,0.35,0.35,0.13,-0.07,-0.07,Matches
1689,Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,eng Premier League,27,1991,33.8,0.03,0.00,0.00,0.98,0.21,0.00,21.2,0.98,0.21,0.03,0.14,0.13,0.13,0.13,-0.10,-0.10,Matches
1690,Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,eng Premier League,27,1990,0.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1691,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,22,1996,19.7,0.46,0.05,0.05,1.68,0.86,0.00,51.5,1.68,0.86,0.24,0.47,0.33,0.29,0.18,0.13,0.11,Matches
1692,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,fr Ligue 1,22,1996,2.8,0.36,0.00,0.00,0.36,0.36,0.00,100.0,0.36,0.36,1.00,1.00,0.04,0.04,0.10,0.32,0.32,Matches
1693,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28,1990,21.5,0.00,0.00,0.00,0.33,0.14,0.00,42.9,0.33,0.14,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
1694,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1695,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,eng Premier League,23,1994,19.8,0.10,0.00,0.00,3.18,1.21,0.00,38.1,3.19,1.21,0.03,0.08,0.27,0.27,0.09,-0.17,-0.17,Matches
1696,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,25,1992,23.6,0.42,0.00,0.00,1.91,0.85,0.00,44.4,1.91,0.85,0.22,0.50,0.22,0.22,0.12,0.20,0.20,Matches
1697,Herman Moussaki\Herman-Moussaki,fr FRA,MFFW,Caen,fr Ligue 1,19,1999,2.3,0.00,0.00,0.00,1.30,0.00,0.00,0.0,1.32,0.00,0.00,,0.09,0.09,0.06,-0.09,-0.09,Matches
1698,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,eng Premier League,22,1996,4.1,0.24,0.00,0.00,3.17,1.71,0.00,53.8,3.18,1.71,0.08,0.14,0.44,0.44,0.14,-0.20,-0.20,Matches
1699,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,31,1986,33.7,0.03,0.00,0.00,0.53,0.09,0.03,16.7,0.53,0.09,0.06,0.33,0.02,0.02,0.03,0.01,0.01,Matches
1700,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MFFW,Nantes,fr Ligue 1,21,1996,18.3,0.11,0.00,0.00,1.48,0.49,0.00,33.3,1.47,0.49,0.07,0.22,0.11,0.11,0.07,0.00,0.00,Matches
1701,Toni Moya\Toni-Moya,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1702,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,32,1986,23.3,0.00,0.00,0.00,0.30,0.13,0.00,42.9,0.30,0.13,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
1703,Samuel Mráz\Samuel-Mraz,sk SVK,FW,Empoli,it Serie A,21,1997,1.9,0.53,0.00,0.00,1.05,0.53,0.00,50.0,1.06,0.53,0.50,1.00,0.26,0.26,0.26,0.26,0.26,Matches
1704,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,fr Ligue 1,24,1994,5.2,0.19,0.00,0.00,2.12,0.58,0.00,27.3,2.13,0.58,0.09,0.33,0.21,0.21,0.10,-0.02,-0.02,Matches
1705,Lukas Mühl\Lukas-Muhl,de GER,DF,Nürnberg,de Bundesliga,21,1997,31.0,0.03,0.00,0.00,0.32,0.06,0.00,20.0,0.32,0.06,0.10,0.50,0.03,0.03,0.10,0.00,0.00,Matches
1706,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,20,1997,13.6,0.07,0.00,0.00,0.59,0.22,0.00,37.5,0.59,0.22,0.13,0.33,0.04,0.04,0.06,0.04,0.04,Matches
1707,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,0.05,0.00,0.00,0.41,0.10,0.00,25.0,0.41,0.10,0.13,0.50,0.04,0.04,0.09,0.02,0.02,Matches
1708,Florian Müller\Florian-Muller,de GER,GK,Mainz 05,de Bundesliga,20,1997,24.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1709,Nicolai Müller\Nicolai-Muller,de GER,MFFW,Hannover 96,de Bundesliga,30,1987,10.0,0.30,0.00,0.00,2.00,0.70,0.00,35.0,2.00,0.70,0.15,0.43,0.29,0.29,0.14,0.01,0.01,Matches
1710,Nicolai Müller\Nicolai-Muller,de GER,FWMF,Eint Frankfurt,de Bundesliga,30,1987,2.4,0.83,0.00,0.00,1.25,0.83,0.00,66.7,1.24,0.83,0.67,1.00,0.38,0.38,0.30,0.46,0.46,Matches
1711,Thomas Müller\Thomas-Muller,de GER,MFFW,Bayern Munich,de Bundesliga,28,1989,26.4,0.23,0.00,0.00,2.20,0.95,0.00,43.1,2.20,0.95,0.10,0.24,0.33,0.33,0.16,-0.11,-0.11,Matches
1712,Gianni Munari\Gianni-Munari,it ITA,MF,Parma,it Serie A,35,1983,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1713,Iker Muniain\Iker-Muniain,es ESP,FWMF,Athletic Club,es La Liga,25,1992,26.5,0.26,0.04,0.04,0.91,0.42,0.00,45.8,0.91,0.42,0.25,0.55,0.23,0.20,0.22,0.03,0.02,Matches
1714,Marc Muniesa\Marc-Muniesa,es ESP,DFMF,Girona,es La Liga,26,1992,15.6,0.00,0.00,0.00,0.38,0.06,0.00,16.7,0.38,0.06,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
1715,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,20,1997,10.6,0.00,0.00,0.00,0.19,0.00,0.00,0.0,0.19,0.00,0.00,,0.01,0.01,0.03,-0.01,-0.01,Matches
1716,Ezequiel Muñoz\Ezequiel-Munoz,ar ARG,DF,Leganés,es La Liga,27,1990,2.3,0.00,0.00,0.00,0.87,0.00,0.00,0.0,0.85,0.00,0.00,,0.04,0.04,0.05,-0.04,-0.04,Matches
1717,Joaquín Muñoz\Joaquin-Munoz,es ESP,MF,Atlético Madrid,es La Liga,19,1999,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1718,Alessandro Murgia\Alessandro-Murgia,it ITA,MF,SPAL,it Serie A,21,1996,11.9,0.00,0.00,0.00,1.01,0.25,0.08,25.0,1.01,0.25,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
1719,Alessandro Murgia\Alessandro-Murgia,it ITA,MF,Lazio,it Serie A,21,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1720,Luis Muriel\Luis-Muriel,co COL,FW,Fiorentina,it Serie A,27,1991,16.0,0.38,0.00,0.00,2.81,0.88,0.19,31.1,2.81,0.87,0.13,0.43,0.21,0.21,0.07,0.16,0.16,Matches
1721,Luis Muriel\Luis-Muriel,co COL,MFFW,Sevilla,es La Liga,27,1991,1.4,0.71,0.00,0.00,2.86,0.71,0.00,25.0,2.93,0.73,0.25,1.00,0.21,0.21,0.09,0.50,0.50,Matches
1722,Jeison Murillo\Jeison-Murillo,co COL,DF,Barcelona,es La Liga,26,1992,1.3,0.00,0.00,0.00,0.77,0.77,0.00,100.0,0.80,0.80,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1723,Jeison Murillo\Jeison-Murillo,co COL,DF,Valencia,es La Liga,26,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1724,Jacob Murphy\Jacob-Murphy,eng ENG,MFFW,Newcastle Utd,eng Premier League,23,1995,3.4,0.00,0.00,0.00,0.59,0.29,0.00,50.0,0.60,0.30,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
1725,Josh Murphy\Josh-Murphy,eng ENG,FWMF,Cardiff City,eng Premier League,23,1995,20.2,0.15,0.00,0.00,2.23,0.74,0.15,33.3,2.23,0.74,0.07,0.20,0.16,0.16,0.07,-0.01,-0.01,Matches
1726,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,eng Premier League,34,1983,27.9,0.47,0.14,0.14,1.83,0.57,0.00,31.4,1.83,0.57,0.18,0.56,0.38,0.27,0.15,0.09,0.06,Matches
1727,Nicola Murru\Nicola-Murru,it ITA,DF,Sampdoria,it Serie A,23,1994,32.6,0.00,0.00,0.00,0.49,0.03,0.00,6.3,0.49,0.03,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
1728,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,27,1990,29.0,0.03,0.00,0.00,0.45,0.10,0.00,23.1,0.45,0.10,0.08,0.33,0.08,0.08,0.18,-0.04,-0.04,Matches
1729,Florent Muslija\Florent-Muslija,xk KVX,MFFW,Hannover 96,de Bundesliga,20,1998,7.5,0.27,0.00,0.00,2.53,1.47,0.53,57.9,2.52,1.46,0.11,0.18,0.12,0.12,0.05,0.15,0.15,Matches
1730,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,24,1994,29.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1731,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,26,1992,29.0,0.07,0.00,0.00,0.66,0.31,0.00,47.4,0.65,0.31,0.11,0.22,0.04,0.04,0.07,0.02,0.02,Matches
1732,Damián Musto\Damian-Musto,ar ARG,MF,Huesca,es La Liga,31,1987,18.7,0.00,0.00,0.00,0.86,0.11,0.05,12.5,0.85,0.11,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
1733,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FW,Newcastle Utd,eng Premier League,26,1992,5.8,0.17,0.00,0.00,0.86,0.52,0.00,60.0,0.86,0.52,0.20,0.33,0.14,0.14,0.16,0.03,0.03,Matches
1734,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,1.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1735,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,24,1994,3.0,0.00,0.00,0.00,0.67,0.33,0.00,50.0,0.66,0.33,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
1736,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,18,1999,25.6,0.04,0.00,0.00,0.43,0.08,0.00,18.2,0.43,0.08,0.09,0.50,0.04,0.04,0.10,-0.00,-0.00,Matches
1737,Kévin N'Doram\Kevin-NDoram,fr FRA,DFMF,Monaco,fr Ligue 1,22,1996,2.2,0.00,0.00,0.00,0.45,0.45,0.00,100.0,0.46,0.46,0.00,0.00,0.05,0.05,0.12,-0.05,-0.05,Matches
1738,Abdallah N'dour\Abdallah-Ndour,sn SEN,DFMF,Strasbourg,fr Ligue 1,24,1993,3.2,0.00,0.00,0.00,0.31,0.00,0.00,0.0,0.31,0.00,0.00,,0.00,0.00,0.01,0.00,0.00,Matches
1739,Cheikh N'Doye\Cheikh-NDoye,sn SEN,MF,Angers,fr Ligue 1,32,1986,25.9,0.00,0.00,0.00,1.58,0.15,0.00,9.8,1.58,0.15,0.00,0.00,0.10,0.09,0.06,-0.10,-0.09,Matches
1740,Nathan N'Goumou\Nathan-NGoumou,fr FRA,FW,Toulouse,fr Ligue 1,18,2000,0.8,0.00,0.00,0.00,1.25,0.00,0.00,0.0,1.29,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
1741,Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,fr Ligue 1,24,1993,4.0,0.75,0.00,0.00,2.00,1.25,0.00,62.5,1.98,1.24,0.38,0.60,0.23,0.23,0.11,0.53,0.53,Matches
1742,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,eng Premier League,23,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1743,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Monaco,fr Ligue 1,23,1995,0.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1744,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Paris S-G,fr Ligue 1,19,1999,7.8,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1745,Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,28,1990,18.9,0.00,0.00,0.00,0.32,0.00,0.00,0.0,0.32,0.00,0.00,,0.02,0.02,0.05,-0.02,-0.02,Matches
1746,Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,29,1989,35.0,0.03,0.00,0.00,0.51,0.14,0.00,27.8,0.51,0.14,0.06,0.20,0.02,0.02,0.04,0.01,0.01,Matches
1747,Ádám Nagy\Adam-Nagy,hu HUN,MF,Bologna,it Serie A,23,1995,10.8,0.00,0.00,0.00,0.56,0.19,0.00,33.3,0.55,0.18,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
1748,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,it Serie A,30,1988,21.9,0.27,0.00,0.00,3.15,0.82,0.00,26.1,3.16,0.82,0.09,0.33,0.17,0.17,0.06,0.10,0.10,Matches
1749,Naldo\Naldo,br BRA,DF,Schalke 04,de Bundesliga,35,1982,7.0,0.00,0.00,0.00,1.14,0.29,0.43,25.0,1.14,0.29,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
1750,Naldo\Naldo,br BRA,DF,Monaco,fr Ligue 1,35,1982,3.3,0.00,0.00,0.00,0.91,0.00,0.00,0.0,0.90,0.00,0.00,,0.12,0.12,0.14,-0.12,-0.12,Matches
1751,Naldo\Naldo,br BRA,DF,Espanyol,es La Liga,29,1988,15.1,0.07,0.00,0.00,0.40,0.13,0.00,33.3,0.40,0.13,0.17,0.50,0.05,0.05,0.11,0.02,0.02,Matches
1752,Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,eng Premier League,31,1987,2.7,0.00,0.00,0.00,1.11,0.00,0.00,0.0,1.10,0.00,0.00,,0.07,0.07,0.06,-0.07,-0.07,Matches
1753,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,25,1993,27.2,0.04,0.00,0.00,0.74,0.18,0.15,25.0,0.73,0.18,0.05,0.20,0.08,0.08,0.11,-0.04,-0.04,Matches
1754,Marc Navarro\Marc-Navarro,es ESP,DF,Watford,eng Premier League,23,1995,0.9,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1755,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,28,1990,28.1,0.07,0.00,0.00,0.43,0.11,0.00,25.0,0.43,0.11,0.17,0.67,0.02,0.02,0.04,0.05,0.05,Matches
1756,Jesús Navas\Jesus-Navas,es ESP,DFMF,Sevilla,es La Liga,32,1985,30.1,0.03,0.00,0.00,1.03,0.37,0.00,35.5,1.03,0.37,0.03,0.09,0.04,0.04,0.04,-0.01,-0.01,Matches
1757,Keylor Navas\Keylor-Navas,cr CRC,GK,Real Madrid,es La Liga,31,1986,10.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1758,Raúl Navas\Raul-Navas,es ESP,DF,Real Sociedad,es La Liga,30,1988,14.6,0.00,0.00,0.00,0.34,0.00,0.00,0.0,0.34,0.00,0.00,,0.02,0.02,0.06,-0.02,-0.02,Matches
1759,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,eng Premier League,21,1996,36.6,0.05,0.00,0.00,1.53,0.25,0.00,16.1,1.53,0.25,0.04,0.22,0.09,0.09,0.06,-0.04,-0.04,Matches
1760,Aly Ndom\Aly-Ndom,fr FRA,MF,Caen,fr Ligue 1,22,1996,0.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1761,Aly Ndom\Aly-Ndom,fr FRA,MF,Reims,fr Ligue 1,22,1996,4.0,0.00,0.00,0.00,0.75,0.25,0.00,33.3,0.74,0.25,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
1762,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Lyon,fr Ligue 1,21,1996,29.9,0.03,0.00,0.00,1.04,0.27,0.00,25.8,1.04,0.27,0.03,0.13,0.06,0.06,0.06,-0.03,-0.03,Matches
1763,Angelo Ndrecka\Angelo-Ndrecka,al ALB,DF,Chievo,it Serie A,16,2001,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.0,1.00,0.00,0.00,,0.00,0.00,0.01,0.00,0.00,Matches
1764,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Hoffenheim,de Bundesliga,18,1999,7.1,0.99,0.00,0.00,2.68,1.69,0.00,63.2,2.66,1.68,0.37,0.58,0.31,0.31,0.11,0.68,0.68,Matches
1765,Neto\Neto,br BRA,GK,Valencia,es La Liga,29,1989,34.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1766,Pedro Neto\Pedro-Neto,pt POR,FW,Lazio,it Serie A,18,2000,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.0,1.96,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
1767,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,1986,25.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
1768,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'gladbach,de Bundesliga,21,1997,22.9,0.13,0.00,0.00,2.18,0.48,0.00,22.0,2.18,0.48,0.06,0.27,0.21,0.21,0.10,-0.08,-0.08,Matches
1769,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,21,1997,33.4,0.12,0.06,0.06,2.13,0.45,0.33,21.1,2.13,0.45,0.03,0.13,0.10,0.06,0.03,0.01,0.00,Matches
1770,Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,26,1992,16.0,0.94,0.31,0.31,3.19,1.31,0.63,41.2,3.19,1.31,0.20,0.48,0.69,0.46,0.14,0.24,0.17,Matches
1771,Yeni Ngbakoto\Yeni-Ngbakoto,cd COD,FWMF,Guingamp,fr Ligue 1,26,1992,6.3,0.16,0.00,0.00,2.86,0.95,0.63,33.3,2.86,0.95,0.06,0.17,0.21,0.21,0.07,-0.05,-0.05,Matches
1772,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,22,1996,31.0,0.03,0.00,0.00,0.29,0.10,0.00,33.3,0.29,0.10,0.11,0.33,0.04,0.04,0.15,-0.01,-0.01,Matches
1773,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,23,1994,19.9,0.55,0.10,0.10,3.12,1.16,0.00,37.1,3.11,1.15,0.15,0.39,0.41,0.34,0.11,0.14,0.12,Matches
1774,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,eng Premier League,28,1990,10.3,0.00,0.00,0.00,1.65,0.58,0.00,35.3,1.64,0.58,0.00,0.00,0.28,0.28,0.17,-0.28,-0.28,Matches
1775,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,eng Premier League,28,1990,0.7,0.00,0.00,0.00,4.29,1.43,0.00,33.3,4.29,1.43,0.00,0.00,0.71,0.71,0.16,-0.71,-0.71,Matches
1776,Hans Nicolussi Caviglia\Hans-Nicolussi-Caviglia,it ITA,MFFW,Juventus,it Serie A,18,2000,0.6,0.00,0.00,0.00,1.67,1.67,0.00,100.0,1.58,1.58,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1777,Florian Niederlechner\Florian-Niederlechner,de GER,FWMF,Freiburg,de Bundesliga,27,1990,10.8,0.37,0.00,0.00,3.06,1.67,0.00,54.5,3.06,1.67,0.12,0.22,0.50,0.50,0.16,-0.13,-0.13,Matches
1778,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,es La Liga,23,1994,32.5,0.12,0.00,0.03,1.60,0.62,0.03,38.5,1.60,0.62,0.08,0.20,0.16,0.13,0.08,-0.03,-0.00,Matches
