Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1272,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,56.5,3.23,16.5,25.8,17.5,1.61,47.6,0.49,0.58,84.6,0.49,0,28.7,179.6,98.4,30.4,600,88.5,0.54,0.67,Matches
1273,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,44.8,0.54,5.44,17.3,25.9,4.70,43.6,2.01,4.16,48.4,2.08,1,34.9,298.3,184.0,46.6,480,69.1,2.75,1.68,Matches
1274,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,50.2,3.18,14.8,26.8,13.3,0.91,43.0,1.82,2.42,75.0,1.97,1,30.3,283.9,157.4,26.5,166,94.9,0.61,1.06,Matches
1275,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,74.4,7.74,44.4,34.4,1.97,0.77,72.3,0.23,0.23,100.0,0.23,0,52.5,337.9,204.5,52.2,1603,99.1,0.10,0.35,Matches
1276,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,eng Premier League,26,1991,20.4,47.1,1.13,9.75,19.4,21.8,2.94,42.5,1.42,3.04,46.8,1.62,2,34.2,248.0,141.9,37.9,611,78.9,2.21,1.32,Matches
1277,Törles Knöll\Torles-Knoll,de GER,FW,Nürnberg,de Bundesliga,20,1997,4.1,33.4,0.98,3.66,19.0,12.4,3.90,31.5,0.98,1.71,57.1,0.98,0,21.2,127.8,66.3,34.4,92,65.2,5.37,0.73,Matches
1278,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,46.0,41.0,46.0,0.00,0.00,0.00,38.0,0.00,0.00,,0.00,0,26.0,202.0,75.0,24.0,23,95.8,0.00,0.00,Matches
1279,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,36.6,32.3,36.5,0.06,0.00,0.00,26.6,0.06,0.06,100.0,0.06,0,20.0,102.3,41.9,15.6,240,99.6,0.00,0.06,Matches
1280,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,52.1,4.83,21.7,30.7,2.75,0.52,50.7,0.19,0.33,57.1,0.24,1,33.3,156.2,78.8,33.6,672,94.8,0.24,1.00,Matches
1281,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,39.4,0.00,5.00,17.8,17.8,3.89,38.3,0.56,1.67,33.3,0.56,0,23.9,117.2,50.6,67.8,56,45.9,3.89,2.22,Matches
1282,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,60.8,3.33,17.3,34.2,12.5,1.20,59.6,0.74,1.11,66.7,0.74,2,37.8,182.7,97.0,41.2,410,92.1,1.02,0.93,Matches
1283,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,43.2,5.79,24.7,20.0,1.05,1.05,43.2,0.00,0.00,,0.00,0,23.2,138.4,68.4,23.7,44,97.8,0.00,0.00,Matches
1284,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,81.0,1.78,13.9,45.3,25.5,1.25,75.5,1.08,1.36,79.5,1.11,1,58.0,215.5,96.0,66.0,1703,89.9,0.70,0.98,Matches
1285,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,74.3,3.96,21.3,35.5,23.8,1.42,62.7,1.11,1.95,57.1,1.15,1,47.6,292.7,188.4,49.0,1493,94.4,0.65,0.59,Matches
1286,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,67.2,2.38,15.8,30.9,24.1,4.19,56.9,0.76,1.57,48.5,0.81,1,43.6,217.1,136.1,48.5,880,86.4,1.43,0.86,Matches
1287,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,37.9,1.43,4.29,17.1,20.7,4.29,37.1,2.14,4.29,50.0,2.14,0,27.1,171.4,102.1,52.9,40,54.1,3.57,5.00,Matches
1288,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,65.5,5.45,31.3,31.1,7.66,0.85,59.8,0.31,0.51,61.1,0.34,0,40.9,229.4,146.6,44.3,1511,96.4,0.40,0.23,Matches
1289,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,96.2,8.16,39.0,60.4,3.09,0.59,95.8,0.22,0.29,75.0,0.22,0,74.8,384.9,217.6,78.2,1053,99.1,0.07,0.00,Matches
1290,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,63.8,3.85,22.4,30.5,16.6,0.35,51.3,2.20,3.55,62.0,2.30,2,38.4,289.7,192.7,33.5,615,91.9,1.35,1.20,Matches
1291,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,49.9,4.59,23.5,27.1,2.52,0.78,48.5,0.67,0.74,90.0,0.67,0,28.1,197.2,109.4,24.9,658,97.9,0.33,0.44,Matches
1292,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,31.4,0.48,1.78,14.4,16.6,4.47,30.1,0.96,1.39,69.0,1.01,2,22.1,117.9,54.5,49.5,489,47.5,2.98,1.54,Matches
1293,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,66.8,3.99,19.1,44.5,9.49,0.94,66.4,1.81,2.32,78.1,1.81,2,49.4,306.4,134.9,50.3,647,93.2,0.58,1.01,Matches
1294,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,70.0,2.50,10.0,52.5,7.50,0.00,70.0,1.25,1.25,100.0,1.25,0,67.5,318.8,93.8,68.8,48,87.3,2.50,6.25,Matches
1295,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,52.5,4.77,27.7,27.9,1.88,0.59,50.9,0.38,0.50,75.0,0.42,0,35.7,266.2,146.8,35.0,809,96.8,0.21,0.29,Matches
1296,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,68.9,3.16,21.2,36.6,16.7,0.37,59.0,0.53,0.84,62.5,0.53,0,41.8,235.9,152.5,42.2,753,94.0,0.74,0.89,Matches
1297,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,52.9,5.17,25.1,24.6,6.19,1.03,49.4,0.43,0.70,61.9,0.46,0,30.2,149.8,81.6,32.7,918,92.9,0.36,0.17,Matches
1298,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,38.5,0.55,5.34,14.0,23.8,3.84,36.7,1.37,2.60,52.6,1.51,0,31.8,347.3,219.2,38.5,218,77.6,1.51,1.23,Matches
1299,Pascal Köpke\Pascal-Kopke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,47.5,0.00,2.50,23.8,26.3,8.75,46.3,3.75,3.75,100.0,3.75,1,50.0,382.5,203.8,63.8,33,64.7,1.25,6.25,Matches
1300,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,61.1,3.39,20.1,27.8,16.3,0.63,50.5,0.45,0.89,50.0,0.63,0,32.7,161.5,103.7,35.1,341,86.8,0.63,0.89,Matches
1301,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,69.9,10.8,41.8,31.4,1.62,0.54,68.3,0.07,0.14,50.0,0.07,0,47.2,282.2,144.5,48.2,698,97.8,0.00,0.14,Matches
1302,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,60.7,1.83,13.0,26.1,25.9,3.38,48.1,1.71,2.44,70.0,1.83,3,36.0,293.1,184.4,38.0,1001,80.3,1.10,1.49,Matches
1303,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1304,Christian Kouamé\Christian-Kouame,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,43.2,1.00,4.43,18.0,23.6,5.98,42.4,1.82,3.26,55.9,1.94,6,29.8,190.6,104.0,56.0,1097,57.5,2.93,2.32,Matches
1305,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,29.6,25.4,29.4,0.18,0.00,0.00,20.2,0.09,0.09,100.0,0.09,0,13.8,68.5,37.4,10.7,347,100.0,0.00,0.00,Matches
1306,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,82.4,7.59,34.6,50.0,3.85,1.03,80.4,0.32,0.43,73.3,0.34,0,59.4,344.4,215.5,61.1,2069,97.4,0.23,0.46,Matches
1307,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,64.2,7.54,36.8,31.5,2.30,0.62,61.7,0.54,0.59,90.9,0.57,0,40.7,255.7,157.9,40.4,1468,98.3,0.22,0.32,Matches
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,49.0,2.51,12.4,28.3,11.5,1.75,48.3,0.90,1.23,73.1,0.95,1,30.9,177.2,86.1,35.4,601,80.6,0.95,1.09,Matches
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,88.4,1.35,12.3,52.2,30.8,1.81,86.4,1.76,2.12,82.9,1.76,1,75.3,364.9,192.8,79.7,1418,92.2,1.35,2.28,Matches
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,59.5,0.00,3.16,26.3,33.2,6.84,57.9,3.68,6.84,53.8,4.21,1,49.5,271.1,144.7,77.9,94,63.5,3.68,3.16,Matches
1311,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,36.7,0.78,7.19,18.9,12.8,4.06,35.6,1.25,2.66,47.1,1.41,1,23.9,149.8,91.3,34.4,145,65.9,0.94,1.56,Matches
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,37.4,32.0,37.1,0.57,0.00,0.00,25.1,0.00,0.00,,0.00,0,20.0,126.9,61.7,16.0,56,100.0,0.00,0.00,Matches
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,54.4,3.64,18.0,25.6,12.9,0.76,42.4,0.33,0.48,68.8,0.33,0,28.3,136.7,80.1,26.8,808,91.4,0.67,0.73,Matches
1314,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,50.6,6.82,30.3,21.3,1.59,0.23,49.5,0.23,0.23,100.0,0.23,0,32.4,163.1,79.7,33.3,291,99.3,0.00,0.00,Matches
1315,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,51.9,0.83,5.94,23.4,27.8,6.20,47.7,1.54,2.52,61.2,1.54,0,40.2,299.5,177.2,50.3,1019,76.2,1.99,1.77,Matches
1316,Christoph Kramer\Christoph-Kramer,de GER,MF,M'gladbach,de Bundesliga,27,1991,12.6,71.1,3.10,18.5,46.7,10.5,1.11,69.4,1.35,1.90,70.8,1.43,0,48.2,238.4,122.4,49.1,583,94.2,0.56,1.11,Matches
1317,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,53.4,2.08,14.0,22.3,20.8,1.32,46.0,0.57,1.13,50.0,0.75,0,31.3,202.1,114.7,32.1,153,90.0,0.57,0.94,Matches
1318,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,59.9,2.37,15.7,28.1,20.5,1.95,51.2,0.59,1.10,53.8,0.59,0,39.8,245.8,150.4,44.9,451,85.1,0.93,0.25,Matches
1319,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,56.8,3.42,17.9,35.3,6.07,0.60,55.5,0.43,0.68,62.5,0.51,0,34.0,166.3,76.6,35.6,404,96.9,0.68,0.68,Matches
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,96.7,1.38,16.3,63.2,23.0,0.85,88.0,0.57,0.73,77.8,0.57,0,73.3,322.0,171.8,77.4,1834,95.9,0.57,0.49,Matches
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,55.8,2.27,9.22,27.9,24.4,3.67,55.0,1.59,2.47,64.5,1.66,2,44.0,332.2,206.1,51.1,1292,82.0,1.75,1.66,Matches
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,65.0,0.41,4.29,33.8,31.6,3.94,59.3,1.56,2.13,73.1,1.71,2,48.9,277.0,124.1,64.1,1573,77.9,2.38,1.46,Matches
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,53.4,4.24,18.1,27.0,11.0,0.76,44.2,0.76,0.91,83.3,0.76,0,26.4,139.9,66.3,26.8,314,88.7,0.61,0.30,Matches
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,39.7,0.40,5.96,20.2,16.7,2.98,39.0,0.99,1.92,51.7,1.19,1,30.5,205.4,100.5,38.2,442,76.6,2.78,2.12,Matches
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,47.5,3.22,10.7,27.8,11.8,1.46,46.4,1.35,2.16,62.2,1.46,2,27.2,166.0,81.5,34.3,491,83.6,1.29,1.40,Matches
1326,Dejan Kulusekvski\Dejan-Kulusekvski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,64.2,0.00,5.83,32.5,33.3,4.17,63.3,2.50,3.33,75.0,2.50,0,58.3,417.5,219.2,69.2,69,83.1,3.33,1.67,Matches
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,66.6,3.63,16.2,44.0,10.9,0.28,63.2,0.94,1.46,64.5,1.08,1,47.0,264.6,133.6,42.2,864,96.5,0.33,1.27,Matches
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,59.2,1.94,10.5,32.8,21.0,1.83,55.2,1.16,1.62,71.7,1.23,4,41.8,279.2,161.3,50.2,1223,85.8,0.99,0.81,Matches
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,61.0,1.61,12.1,26.6,24.5,3.48,54.0,1.25,1.79,70.0,1.25,2,37.5,150.6,84.5,47.5,432,81.2,1.79,1.52,Matches
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,60.7,1.48,7.41,29.6,27.0,1.11,53.7,0.37,1.11,33.3,0.37,0,38.5,174.1,86.3,51.1,106,76.8,2.59,2.22,Matches
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,33.4,0.00,3.62,17.9,14.5,2.77,31.5,2.77,3.19,86.7,2.77,1,27.0,196.8,107.9,37.9,97,54.5,1.91,2.98,Matches
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,69.5,2.86,18.5,34.0,20.7,0.62,58.1,1.63,2.42,67.3,1.85,4,36.9,177.5,98.5,38.3,782,89.9,1.28,0.88,Matches
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,2,0,1,1,0,0,2,1,1,100.0,1,0,3,13,1,4,1,25.0,0,0,Matches
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,24.0,0.50,1.40,9.09,15.4,4.79,22.6,1.32,2.56,51.6,1.32,0,18.1,125.9,50.7,38.1,200,43.4,2.89,1.32,Matches
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,42.7,0.44,5.56,21.3,20.7,3.11,41.3,1.56,4.89,31.8,1.78,1,35.1,312.2,177.3,36.4,141,86.0,1.33,4.44,Matches
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,42.1,0.65,3.63,21.1,21.1,4.63,41.6,1.96,3.70,52.9,2.27,7,31.3,225.7,141.3,50.4,1028,63.4,2.17,2.30,Matches
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,36.0,1.00,5.00,19.0,17.0,3.00,33.0,1.00,4.00,25.0,2.00,0,21.0,182.0,120.0,42.0,19,45.2,4.00,1.00,Matches
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,42.0,1.08,3.63,16.7,23.9,7.59,40.4,1.87,2.59,72.2,1.91,4,32.7,157.9,74.4,51.6,893,62.2,2.45,1.91,Matches
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,32.8,29.5,32.6,0.24,0.00,0.00,22.8,0.06,0.06,100.0,0.06,0,16.8,73.4,35.0,12.7,422,99.5,0.00,0.00,Matches
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,46.6,6.75,26.6,20.9,1.44,0.97,44.4,0.06,0.08,66.7,0.06,0,21.7,103.6,56.6,23.8,825,96.5,0.14,0.03,Matches
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,53.3,1.11,9.81,26.8,20.4,2.50,50.0,1.59,2.93,54.1,1.78,0,33.5,181.0,110.3,38.6,615,76.6,2.07,1.63,Matches
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,53.6,0.77,4.87,18.2,36.4,4.10,52.3,3.33,6.15,54.2,3.85,3,47.9,353.1,208.5,54.4,173,81.6,3.59,3.85,Matches
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,75.5,2.82,18.7,38.2,25.8,0.82,62.5,1.35,2.85,47.4,1.47,5,50.8,341.2,209.9,51.8,1566,89.0,1.65,1.32,Matches
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,72.7,0.58,7.50,35.4,33.7,5.58,70.8,1.73,2.50,69.2,1.92,1,55.2,261.3,116.0,67.7,282,80.1,1.73,2.12,Matches
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,55.6,0.46,4.44,23.9,31.7,5.83,53.0,1.94,3.06,63.6,2.13,1,42.7,257.9,139.8,54.4,437,74.3,2.13,2.22,Matches
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,21.1,0.00,0.56,9.44,11.7,3.89,20.0,0.00,0.00,,0.00,0,12.8,92.8,27.8,43.3,27,34.6,1.11,1.67,Matches
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,41.5,4.75,25.2,17.2,1.41,0.62,40.4,0.28,0.28,100.0,0.28,0,21.1,118.5,68.4,20.2,349,97.8,0.34,0.11,Matches
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'gladbach,de Bundesliga,27,1991,13.9,65.7,3.60,18.3,35.5,15.6,1.58,56.8,0.29,0.65,44.4,0.36,0,40.5,206.4,108.8,45.3,578,91.7,0.36,0.43,Matches
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,71.7,6.88,33.5,40.8,3.06,0.96,70.3,0.19,0.19,100.0,0.19,0,48.0,317.4,180.8,49.7,773,99.1,0.13,0.13,Matches
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,71.6,0.53,8.42,46.1,23.7,2.76,69.1,1.71,2.50,68.4,1.84,1,58.9,371.4,188.6,68.3,439,84.6,1.05,2.11,Matches
1352,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FWMF,Genoa,it Serie A,28,1990,4.5,33.3,0.00,1.56,12.9,19.8,8.89,32.4,0.89,1.78,50.0,1.11,0,18.0,86.4,47.3,49.1,102,46.2,3.11,1.11,Matches
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34.0,96.3,6.97,34.2,63.2,6.12,0.97,94.2,0.06,0.15,40.0,0.09,0,73.2,433.9,308.6,77.9,2602,98.3,0.12,0.09,Matches
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,52.5,8.01,30.1,24.6,1.35,0.58,49.6,0.09,0.12,75.0,0.09,0,29.0,178.6,104.7,29.9,998,97.5,0.09,0.09,Matches
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,45.0,1.00,7.00,26.0,18.0,4.00,36.0,0.00,0.00,,0.00,0,25.0,255.0,183.0,31.0,24,77.4,1.00,1.00,Matches
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,28.5,1.47,3.41,13.6,13.2,4.69,26.5,0.40,0.81,50.0,0.48,0,15.8,113.6,64.1,38.3,493,47.2,2.60,1.06,Matches
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,47.1,9.05,30.0,17.1,1.74,1.08,46.4,0.10,0.13,75.0,0.10,0,24.1,107.0,44.0,23.0,685,97.4,0.30,0.26,Matches
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,60.6,1.46,13.0,35.1,17.0,1.26,55.9,0.90,1.46,62.1,1.06,0,42.1,249.4,115.1,43.4,780,90.4,1.06,1.06,Matches
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,73.0,6.00,26.3,35.3,15.0,1.67,62.3,0.67,0.67,100.0,0.67,0,40.7,182.7,74.7,41.0,111,90.2,1.00,0.67,Matches
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,62.8,2.42,12.1,37.0,17.5,1.98,61.8,0.87,1.88,46.2,1.06,3,43.8,217.3,115.3,46.5,875,90.9,1.26,1.16,Matches
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,85.5,7.24,35.2,56.2,1.38,0.34,80.3,0.69,0.69,100.0,0.69,0,65.2,435.2,287.9,63.4,180,97.8,0.00,0.00,Matches
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,7,0,0,5,3,2,7,0,0,,0,0,7,68,60,9,7,77.8,2,1,Matches
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,67.1,3.73,18.2,39.3,14.5,0.10,56.0,0.69,0.69,100.0,0.69,0,39.2,241.3,145.3,39.9,369,90.7,0.39,1.18,Matches
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,57.3,5.12,28.2,31.8,2.29,0.63,56.1,0.30,0.42,71.4,0.36,0,37.7,238.2,142.9,36.6,1202,97.7,0.36,0.18,Matches
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,66.9,1.81,17.5,32.6,21.4,2.22,60.7,1.67,3.47,48.0,1.81,0,46.4,316.8,175.6,45.8,302,91.5,1.53,0.97,Matches
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,61.1,1.25,9.82,23.8,30.5,1.25,50.7,1.25,1.79,70.0,1.25,0,41.3,194.8,109.6,44.6,220,88.0,1.96,1.25,Matches
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,64.0,2.85,14.9,30.4,22.5,1.70,51.8,0.98,2.13,46.2,1.11,2,38.2,223.9,127.0,40.8,1079,86.8,1.18,0.85,Matches
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,47.2,1.63,9.40,20.0,22.3,3.26,40.5,1.74,2.98,58.3,1.84,2,32.3,267.4,186.6,34.1,798,83.0,1.38,0.74,Matches
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,59.0,2.06,12.1,27.2,27.3,2.44,52.8,2.10,3.52,59.5,2.25,1,44.9,426.3,292.5,47.2,1292,86.8,1.78,1.94,Matches
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,36.5,0.43,3.48,17.8,16.1,6.96,34.8,1.30,3.04,42.9,1.30,0,27.8,154.8,53.9,41.7,62,64.6,1.30,3.04,Matches
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,69.7,8.84,37.9,30.5,4.64,0.64,66.0,0.36,0.52,69.2,0.36,1,42.2,206.2,108.7,42.8,1039,97.1,0.32,0.20,Matches
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,80.3,7.19,39.7,45.0,2.19,1.56,77.5,0.63,0.63,100.0,0.63,0,55.6,377.2,190.0,56.3,179,99.4,0.31,0.00,Matches
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,50.0,2.34,12.4,32.1,7.63,1.44,48.8,0.19,0.32,60.0,0.19,0,26.8,120.1,47.4,31.8,872,88.0,0.77,0.48,Matches
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,45.6,1.10,7.87,24.3,18.1,2.35,44.4,1.32,2.28,58.1,1.54,2,35.1,245.4,153.8,38.8,437,82.9,2.13,1.32,Matches
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,28.0,1.12,2.66,12.2,14.4,4.76,26.4,0.98,1.40,70.0,1.05,0,18.7,99.2,53.5,39.8,282,49.6,2.10,1.33,Matches
