Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
148,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,1,0.71,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,30,1.81,22,0,1,6,1,10,0.60,4,0,1,4,1,0,Matches
150,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,40,2.88,27,6,5,1,1,5,0.36,4,0,1,0,0,0,Matches
151,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,40,2.83,31,0,5,3,1,4,0.28,1,0,1,1,1,0,Matches
152,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,37,2.36,28,5,2,0,2,0,0.00,0,0,0,0,0,0,Matches
153,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,6.2,6,0.96,3,1,0,1,0,1,0.16,0,0,0,0,0,1,Matches
154,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,28,2.21,24,3,0,0,1,2,0.16,2,0,0,0,0,0,Matches
155,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,1,0.17,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,48,1.75,37,1,2,4,4,4,0.15,3,0,0,1,0,0,Matches
157,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,51,1.63,46,1,0,1,3,5,0.16,4,0,0,0,1,0,Matches
158,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,21.3,74,3.48,44,14,7,4,5,2,0.09,1,0,0,1,0,0,Matches
159,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,2,0.28,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
160,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,10,2.40,4,6,0,0,0,2,0.48,1,1,0,0,0,0,Matches
161,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,18,1.10,14,0,1,0,3,2,0.12,1,0,0,0,1,0,Matches
162,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,65,2.54,52,1,5,0,7,5,0.20,5,0,0,0,0,0,Matches
163,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,19,1.82,16,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
164,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,8,0.36,5,0,0,3,0,1,0.04,0,0,0,1,0,0,Matches
165,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,9.9,32,3.24,24,0,5,0,3,4,0.40,2,0,2,0,0,0,Matches
166,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,19.8,44,2.22,30,1,6,3,4,8,0.40,6,0,1,1,0,0,Matches
167,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,3,0.52,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Andrija Balić\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,0.3,2,6.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
169,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,21,1997,17.7,18,1.02,13,1,1,0,3,2,0.11,1,0,0,0,1,0,Matches
170,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,21,1997,17.7,34,1.92,28,2,3,0,1,5,0.28,4,0,1,0,0,0,Matches
171,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,29,2.43,23,6,0,0,0,1,0.08,1,0,0,0,0,0,Matches
172,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,24,2.32,17,0,2,1,4,3,0.29,3,0,0,0,0,0,Matches
174,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,14,1.68,11,0,0,0,3,1,0.12,1,0,0,0,0,0,Matches
175,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,33,1.15,30,2,0,0,1,6,0.21,6,0,0,0,0,0,Matches
176,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,33.4,91,2.73,77,2,2,3,7,8,0.24,5,0,1,1,1,0,Matches
177,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,16,0.58,10,1,0,4,1,2,0.07,2,0,0,0,0,0,Matches
178,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,10.3,18,1.76,16,0,1,1,0,1,0.10,1,0,0,0,0,0,Matches
179,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,110,3.71,77,25,4,1,2,13,0.44,10,2,0,0,0,1,Matches
180,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,10,0.34,9,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
181,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,13.7,42,3.07,29,0,5,5,2,3,0.22,2,0,0,0,0,1,Matches
182,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,3.7,5,1.37,4,1,0,0,0,1,0.27,0,1,0,0,0,0,Matches
183,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,23,0.83,17,3,1,1,1,1,0.04,1,0,0,0,0,0,Matches
184,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,34,1.98,21,1,2,4,6,1,0.06,0,0,0,0,1,0,Matches
185,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,69,2.19,53,4,5,2,5,8,0.25,6,1,1,0,0,0,Matches
186,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,18.6,17,0.92,15,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
188,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,34.5,95,2.75,73,6,4,5,7,6,0.17,5,0,0,1,0,0,Matches
189,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,12.0,10,0.83,10,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,29.1,37,1.27,29,2,2,2,2,5,0.17,3,0,2,0,0,0,Matches
191,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,48,3.47,41,0,3,3,1,8,0.58,7,0,0,1,0,0,Matches
192,Aymen Barkok\Aymen-Barkok,de GER,MF,Düsseldorf,de Bundesliga,20,1998,5.7,7,1.24,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,28,1989,26.5,43,1.62,28,0,0,7,8,5,0.19,3,0,0,1,1,0,Matches
194,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,11.2,44,3.94,35,0,6,3,0,4,0.36,2,0,1,1,0,0,Matches
195,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,10.4,12,1.16,12,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,9,1.37,8,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches
198,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,4.4,15,3.38,12,0,3,0,0,2,0.45,2,0,0,0,0,0,Matches
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,18,2.06,16,2,0,0,0,3,0.34,3,0,0,0,0,0,Matches
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,6.7,28,4.19,20,2,4,2,0,3,0.45,2,0,1,0,0,0,Matches
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,19,0.58,17,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,1,0.35,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,75,2.84,49,19,6,1,0,6,0.23,5,1,0,0,0,0,Matches
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,30,2.03,17,10,0,1,2,0,0.00,0,0,0,0,0,0,Matches
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,16.0,16,1.00,13,0,1,2,0,1,0.06,1,0,0,0,0,0,Matches
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,2,0.11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,6,0.47,4,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,16,2.73,11,0,0,5,0,0,0.00,0,0,0,0,0,0,Matches
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,18,2.16,8,0,5,4,1,3,0.36,1,0,0,2,0,0,Matches
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,22,1.15,12,7,0,0,3,0,0.00,0,0,0,0,0,0,Matches
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,5,0.15,4,1,0,0,0,2,0.06,2,0,0,0,0,0,Matches
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,5,0.28,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,30,1.73,29,0,0,0,0,5,0.29,4,0,0,0,0,1,Matches
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,7,7.41,1,0,2,0,4,3,3.18,1,0,0,0,2,0,Matches
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,8,1.21,5,0,2,0,1,1,0.15,0,0,0,0,1,0,Matches
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,8,0.40,6,1,0,1,0,1,0.05,1,0,0,0,0,0,Matches
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,1.7,1,0.58,1,0,0,0,0,1,0.58,1,0,0,0,0,0,Matches
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,16.7,24,1.44,14,1,3,2,4,4,0.24,0,0,2,1,1,0,Matches
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,14.5,38,2.63,21,4,7,4,2,4,0.28,1,1,1,0,1,0,Matches
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,0.7,1,1.45,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,11.8,36,3.04,25,1,6,1,3,5,0.42,3,0,1,0,1,0,Matches
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,2,9.47,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,19.7,28,1.42,22,3,1,0,2,3,0.15,3,0,0,0,0,0,Matches
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,13,0.54,11,1,0,1,0,2,0.08,2,0,0,0,0,0,Matches
229,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,24.7,74,2.99,60,11,1,1,1,8,0.32,5,2,1,0,0,0,Matches
230,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,1,0.04,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,14,0.93,11,0,0,3,0,1,0.07,1,0,0,0,0,0,Matches
232,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,52,1.77,39,0,1,9,3,5,0.17,2,0,0,3,0,0,Matches
233,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,20.7,62,3.00,39,1,12,6,4,9,0.43,4,0,2,2,1,0,Matches
234,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,38,1.52,33,0,2,2,1,1,0.04,1,0,0,0,0,0,Matches
235,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,11.7,42,3.58,34,0,3,4,1,6,0.51,5,0,0,1,0,0,Matches
236,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,32,1.88,28,0,2,2,0,8,0.47,8,0,0,0,0,0,Matches
237,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,98,2.67,64,0,7,14,13,7,0.19,4,0,1,1,1,0,Matches
238,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,23,1.36,22,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
239,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,22.6,94,4.16,54,9,17,5,9,4,0.18,2,2,0,0,0,0,Matches
240,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,87,2.78,66,0,11,5,5,20,0.64,12,0,4,3,1,0,Matches
241,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,1,0.04,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,52,2.05,43,0,4,4,1,3,0.12,3,0,0,0,0,0,Matches
243,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,1,0.20,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,15.1,27,1.79,21,4,0,1,1,6,0.40,6,0,0,0,0,0,Matches
245,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,10,0.45,8,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
246,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,20,1997,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,18.5,81,4.38,46,21,5,4,5,4,0.22,2,2,0,0,0,0,Matches
248,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
249,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,65,1.98,47,15,0,0,3,11,0.33,8,3,0,0,0,0,Matches
250,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,23,0.78,21,1,0,0,1,2,0.07,1,0,0,0,1,0,Matches
251,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,18,0.53,14,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches
252,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,2.0,6,3.05,3,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
253,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,29,1.21,23,1,0,1,4,2,0.08,2,0,0,0,0,0,Matches
254,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,19.9,43,2.16,27,10,0,3,3,3,0.15,2,0,0,1,0,0,Matches
255,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,22.3,44,1.98,43,0,0,1,0,9,0.40,9,0,0,0,0,0,Matches
256,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,9.0,18,1.99,13,0,1,3,1,2,0.22,1,0,0,0,1,0,Matches
257,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,32.8,118,3.60,88,1,13,11,4,14,0.43,8,0,1,3,1,1,Matches
258,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,1.8,10,5.63,9,0,0,1,0,3,1.69,3,0,0,0,0,0,Matches
259,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,23,1994,31.9,124,3.88,78,10,13,12,10,13,0.41,8,2,0,1,1,1,Matches
260,Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,es La Liga,28,1990,34.7,42,1.21,31,1,0,3,6,5,0.14,4,0,0,0,0,1,Matches
261,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,it Serie A,23,1995,16.5,68,4.12,40,13,7,2,6,6,0.36,3,1,0,0,2,0,Matches
262,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,24,0.98,23,1,0,0,0,4,0.16,4,0,0,0,0,0,Matches
263,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,eng Premier League,27,1990,19.5,66,3.39,33,20,1,7,5,9,0.46,6,1,0,2,0,0,Matches
264,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,32,1986,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,13.1,28,2.14,18,1,3,4,2,3,0.23,1,1,0,0,1,0,Matches
266,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,Valon Berisha\Valon-Berisha,xk KVX,MF,Lazio,it Serie A,25,1993,2.2,7,3.18,4,2,0,0,1,1,0.45,0,0,0,0,1,0,Matches
268,Bernard\Bernard,br BRA,FWMF,Everton,eng Premier League,25,1992,23.5,79,3.36,63,1,9,1,5,10,0.43,6,0,4,0,0,0,Matches
269,Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,it Serie A,24,1994,16.4,70,4.28,40,13,7,3,6,5,0.31,2,2,0,0,0,1,Matches
270,Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,24,1.23,17,2,1,0,4,3,0.15,3,0,0,0,0,0,Matches
271,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38.0,8,0.21,7,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,25,1993,20.4,43,2.11,38,4,0,0,1,6,0.29,5,1,0,0,0,0,Matches
273,Antoine Bernede\Antoine-Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1999,1.9,3,1.60,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
274,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24.0,41,1.71,30,8,0,1,2,4,0.17,4,0,0,0,0,0,Matches
276,Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,it Serie A,25,1993,27.1,73,2.69,58,9,2,2,2,6,0.22,3,1,0,1,1,0,Matches
277,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7.0,1,0.14,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Louis Beyer\Louis-Beyer,de GER,DF,M'gladbach,de Bundesliga,18,2000,8.0,7,0.87,5,0,1,1,0,2,0.25,2,0,0,0,0,0,Matches
279,Jonathan Biabiany\Jonathan-Biabiany,fr FRA,FWMF,Parma,it Serie A,30,1988,11.9,22,1.85,16,1,2,0,3,0,0.00,0,0,0,0,0,0,Matches
280,Giulian Biancone\Giulian-Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,2000,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,de Bundesliga,28,1990,19.9,18,0.91,17,0,0,1,0,4,0.20,4,0,0,0,0,0,Matches
282,Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,es La Liga,27,1990,6.5,2,0.31,2,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
283,Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,it Serie A,32,1986,12.4,25,2.02,21,2,0,0,1,3,0.24,2,0,0,0,0,1,Matches
284,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,eng Premier League,22,1996,24.3,54,2.22,33,11,0,6,4,4,0.16,2,2,0,0,0,0,Matches
285,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,it Serie A,25,1992,35.5,100,2.82,72,24,1,3,0,8,0.23,7,0,1,0,0,0,Matches
286,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,31.6,24,0.76,14,3,2,0,5,1,0.03,1,0,0,0,0,0,Matches
287,Valter Birsa\Valter-Birsa,si SVN,MFFW,Cagliari,it Serie A,31,1986,3.9,14,3.57,4,7,1,1,1,0,0.00,0,0,0,0,0,0,Matches
288,Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,it Serie A,31,1986,12.2,43,3.51,26,11,3,1,2,3,0.25,2,1,0,0,0,0,Matches
289,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,eng Premier League,21,1996,19.7,49,2.49,30,2,9,2,6,2,0.10,1,0,0,0,1,0,Matches
290,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MF,Hoffenheim,de Bundesliga,24,1993,11.9,43,3.62,28,5,1,4,5,4,0.34,3,0,0,1,0,0,Matches
291,Alejandro Blanco\Alejandro-Blanco,es ESP,FWMF,Alavés,es La Liga,19,1998,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
292,Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25.0,3,0.12,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Guingamp,fr Ligue 1,20,1997,26.4,47,1.78,37,0,7,3,0,9,0.34,7,0,1,1,0,0,Matches
294,Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,es La Liga,30,1988,16.9,35,2.07,34,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
295,Pablo de Blasis\Pablo-de-Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
296,Alexis Blin\Alexis-Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,22.1,21,0.95,21,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
297,Danny Blum\Danny-Blum,de GER,FW,Eint Frankfurt,de Bundesliga,27,1991,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,es La Liga,22,1996,7.8,12,1.55,5,0,2,2,3,3,0.39,1,0,0,1,1,0,Matches
299,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,18.8,22,1.17,20,0,1,1,0,4,0.21,4,0,0,0,0,0,Matches
300,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,2.7,3,1.13,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
